filename,label,group,alpha,mode
img_00039.png,blorbo,img_0001,0.7,phase
img_00040.png,blorbo,img_0001,0.85,phase
img_00041.png,blorbo,img_0001,1.0,phase
img_00042.png,blorbo,img_0002,0.0,annular_high
img_00043.png,blorbo,img_0002,0.15,annular_high
img_00044.png,blorbo,img_0002,0.3,annular_high
img_00045.png,blorbo,img_0002,0.5,annular_high
img_00046.png,blorbo,img_0002,0.7,annular_high
img_00047.png,blorbo,img_0002,0.85,annular_high
img_00048.png,blorbo,img_0002,1.0,annular_high
img_00049.png,blorbo,img_0002,0.0,annular_low
img_00050.png,blorbo,img_0002,0.15,annular_low
img_00051.png,blorbo,img_0002,0.3,annular_low
img_00052.png,blorbo,img_0002,0.5,annular_low
img_00053.png,blorbo,img_0002,0.7,annular_low
img_00054.png,blorbo,img_0002,0.85,annular_low
img_00055.png,blorbo,img_0002,1.0,annular_low
img_00056.png,blorbo,img_0002,0.0,annular_mid
img_00057.png,blorbo,img_0002,0.15,annular_mid
img_00058.png,blorbo,img_0002,0.3,annular_mid
img_00059.png,blorbo,img_0002,0.5,annular_mid
img_00060.png,blorbo,img_0002,0.7,annular_mid
img_00061.png,blorbo,img_0002,0.85,annular_mid
img_00062.png,blorbo,img_0002,1.0,annular_mid
img_00063.png,blorbo,img_0002,0.0,mag_log
img_00064.png,blorbo,img_0002,0.15,mag_log
img_00065.png,blorbo,img_0002,0.3,mag_log
img_00066.png,blorbo,img_0002,0.5,mag_log
img_00067.png,blorbo,img_0002,0.7,mag_log
img_00068.png,blorbo,img_0002,0.85,mag_log
img_00069.png,blorbo,img_0002,1.0,mag_log
img_00070.png,blorbo,img_0002,0.0,mag_phase_rgb
img_00071.png,blorbo,img_0002,0.15,mag_phase_rgb
img_00072.png,blorbo,img_0002,0.3,mag_phase_rgb
img_00073.png,blorbo,img_0002,0.5,mag_phase_rgb
img_00074.png,blorbo,img_0002,0.7,mag_phase_rgb
img_00075.png,blorbo,img_0002,0.85,mag_phase_rgb
img_00076.png,blorbo,img_0002,1.0,mag_phase_rgb
img_00077.png,blorbo,img_0002,0.0,phase
img_00078.png,blorbo,img_0002,0.15,phase
img_00079.png,blorbo,img_0002,0.3,phase
img_00080.png,blorbo,img_0002,0.5,phase
img_00081.png,blorbo,img_0002,0.7,phase
img_00082.png,blorbo,img_0002,0.85,phase
img_00083.png,blorbo,img_0002,1.0,phase
img_00084.png,blorbo,img_0003,0.0,annular_high
img_00085.png,blorbo,img_0003,0.15,annular_high
img_00086.png,blorbo,img_0003,0.3,annular_high
img_00087.png,blorbo,img_0003,0.5,annular_high
img_00088.png,blorbo,img_0003,0.7,annular_high
img_00089.png,blorbo,img_0003,0.85,annular_high
img_00090.png,blorbo,img_0003,1.0,annular_high
img_00091.png,blorbo,img_0003,0.0,annular_low
img_00092.png,blorbo,img_0003,0.15,annular_low
img_00093.png,blorbo,img_0003,0.3,annular_low
img_00094.png,blorbo,img_0003,0.5,annular_low
img_00095.png,blorbo,img_0003,0.7,annular_low
img_00096.png,blorbo,img_0003,0.85,annular_low
img_00097.png,blorbo,img_0003,1.0,annular_low
img_00098.png,blorbo,img_0003,0.0,annular_mid
img_00099.png,blorbo,img_0003,0.15,annular_mid
img_00100.png,blorbo,img_0003,0.3,annular_mid
img_00101.png,blorbo,img_0003,0.5,annular_mid
img_00102.png,blorbo,img_0003,0.7,annular_mid
img_00103.png,blorbo,img_0003,0.85,annular_mid
img_00104.png,blorbo,img_0003,1.0,annular_mid
img_00105.png,blorbo,img_0003,0.0,mag_log
img_00106.png,blorbo,img_0003,0.15,mag_log
img_00107.png,blorbo,img_0003,0.3,mag_log
img_00108.png,blorbo,img_0003,0.5,mag_log
img_00109.png,blorbo,img_0003,0.7,mag_log
img_00110.png,blorbo,img_0003,0.85,mag_log
img_00111.png,blorbo,img_0003,1.0,mag_log
img_00112.png,blorbo,img_0003,0.0,mag_phase_rgb
img_00113.png,blorbo,img_0003,0.15,mag_phase_rgb
img_00114.png,blorbo,img_0003,0.3,mag_phase_rgb
img_00115.png,blorbo,img_0003,0.5,mag_phase_rgb
img_00116.png,blorbo,img_0003,0.7,mag_phase_rgb
img_00117.png,blorbo,img_0003,0.85,mag_phase_rgb
img_00118.png,blorbo,img_0003,1.0,mag_phase_rgb
img_00119.png,blorbo,img_0003,0.0,phase
img_00120.png,blorbo,img_0003,0.15,phase
img_00121.png,blorbo,img_0003,0.3,phase
img_00122.png,blorbo,img_0003,0.5,phase
img_00123.png,blorbo,img_0003,0.7,phase
img_00124.png,blorbo,img_0003,0.85,phase
img_00125.png,blorbo,img_0003,1.0,phase
img_00126.png,blorbo,img_0004,0.0,annular_high
img_00127.png,blorbo,img_0004,0.15,annular_high
img_00128.png,blorbo,img_0004,0.3,annular_high
img_00129.png,blorbo,img_0004,0.5,annular_high
img_00130.png,blorbo,img_0004,0.7,annular_high
img_00131.png,blorbo,img_0004,0.85,annular_high
img_00132.png,blorbo,img_0004,1.0,annular_high
img_00133.png,blorbo,img_0004,0.0,annular_low
img_00134.png,blorbo,img_0004,0.15,annular_low
img_00135.png,blorbo,img_0004,0.3,annular_low
img_00136.png,blorbo,img_0004,0.5,annular_low
img_00137.png,blorbo,img_0004,0.7,annular_low
img_00138.png,blorbo,img_0004,0.85,annular_low
img_00139.png,blorbo,img_0004,1.0,annular_low
img_00140.png,blorbo,img_0004,0.0,annular_mid
img_00141.png,blorbo,img_0004,0.15,annular_mid
img_00142.png,blorbo,img_0004,0.3,annular_mid
img_00143.png,blorbo,img_0004,0.5,annular_mid
img_00144.png,blorbo,img_0004,0.7,annular_mid
img_00145.png,blorbo,img_0004,0.85,annular_mid
img_00146.png,blorbo,img_0004,1.0,annular_mid
img_00147.png,blorbo,img_0004,0.0,mag_log
img_00148.png,blorbo,img_0004,0.15,mag_log
img_00149.png,blorbo,img_0004,0.3,mag_log
img_00150.png,blorbo,img_0004,0.5,mag_log
img_00151.png,blorbo,img_0004,0.7,mag_log
img_00152.png,blorbo,img_0004,0.85,mag_log
img_00153.png,blorbo,img_0004,1.0,mag_log
img_00154.png,blorbo,img_0004,0.0,mag_phase_rgb
img_00155.png,blorbo,img_0004,0.15,mag_phase_rgb
img_00156.png,blorbo,img_0004,0.3,mag_phase_rgb
img_00157.png,blorbo,img_0004,0.5,mag_phase_rgb
img_00158.png,blorbo,img_0004,0.7,mag_phase_rgb
img_00159.png,blorbo,img_0004,0.85,mag_phase_rgb
img_00160.png,blorbo,img_0004,1.0,mag_phase_rgb
img_00161.png,blorbo,img_0004,0.0,phase
img_00162.png,blorbo,img_0004,0.15,phase
img_00163.png,blorbo,img_0004,0.3,phase
img_00164.png,blorbo,img_0004,0.5,phase
img_00165.png,blorbo,img_0004,0.7,phase
img_00166.png,blorbo,img_0004,0.85,phase
img_00167.png,blorbo,img_0004,1.0,phase
img_00168.png,blorbo,img_0005,0.0,annular_high
img_00169.png,blorbo,img_0005,0.15,annular_high
img_00170.png,blorbo,img_0005,0.3,annular_high
img_00171.png,blorbo,img_0005,0.5,annular_high
img_00172.png,blorbo,img_0005,0.7,annular_high
img_00173.png,blorbo,img_0005,0.85,annular_high
img_00174.png,blorbo,img_0005,1.0,annular_high
img_00175.png,blorbo,img_0005,0.0,annular_low
img_00176.png,blorbo,img_0005,0.15,annular_low
img_00177.png,blorbo,img_0005,0.3,annular_low
img_00178.png,blorbo,img_0005,0.5,annular_low
img_00179.png,blorbo,img_0005,0.7,annular_low
img_00180.png,blorbo,img_0005,0.85,annular_low
img_00181.png,blorbo,img_0005,1.0,annular_low
img_00182.png,blorbo,img_0005,0.0,annular_mid
img_00183.png,blorbo,img_0005,0.15,annular_mid
img_00184.png,blorbo,img_0005,0.3,annular_mid
img_00185.png,blorbo,img_0005,0.5,annular_mid
img_00186.png,blorbo,img_0005,0.7,annular_mid
img_00187.png,blorbo,img_0005,0.85,annular_mid
img_00188.png,blorbo,img_0005,1.0,annular_mid
img_00189.png,blorbo,img_0005,0.0,mag_log
img_00190.png,blorbo,img_0005,0.15,mag_log
img_00191.png,blorbo,img_0005,0.3,mag_log
img_00192.png,blorbo,img_0005,0.5,mag_log
img_00193.png,blorbo,img_0005,0.7,mag_log
img_00194.png,blorbo,img_0005,0.85,mag_log
img_00195.png,blorbo,img_0005,1.0,mag_log
img_00196.png,blorbo,img_0005,0.0,mag_phase_rgb
img_00197.png,blorbo,img_0005,0.15,mag_phase_rgb
img_00198.png,blorbo,img_0005,0.3,mag_phase_rgb
img_00199.png,blorbo,img_0005,0.5,mag_phase_rgb
img_00200.png,blorbo,img_0005,0.7,mag_phase_rgb
img_00201.png,blorbo,img_0005,0.85,mag_phase_rgb
img_00202.png,blorbo,img_0005,1.0,mag_phase_rgb
img_00203.png,blorbo,img_0005,0.0,phase
img_00204.png,blorbo,img_0005,0.15,phase
img_00205.png,blorbo,img_0005,0.3,phase
img_00206.png,blorbo,img_0005,0.5,phase
img_00207.png,blorbo,img_0005,0.7,phase
img_00208.png,blorbo,img_0005,0.85,phase
img_00209.png,blorbo,img_0005,1.0,phase
img_00210.png,blorbo,img_0006,0.0,annular_high
img_00211.png,blorbo,img_0006,0.15,annular_high
img_00212.png,blorbo,img_0006,0.3,annular_high
img_00213.png,blorbo,img_0006,0.5,annular_high
img_00214.png,blorbo,img_0006,0.7,annular_high
img_00215.png,blorbo,img_0006,0.85,annular_high
img_00216.png,blorbo,img_0006,1.0,annular_high
img_00217.png,blorbo,img_0006,0.0,annular_low
img_00218.png,blorbo,img_0006,0.15,annular_low
img_00219.png,blorbo,img_0006,0.3,annular_low
img_00220.png,blorbo,img_0006,0.5,annular_low
img_00221.png,blorbo,img_0006,0.7,annular_low
img_00222.png,blorbo,img_0006,0.85,annular_low
img_00223.png,blorbo,img_0006,1.0,annular_low
img_00224.png,blorbo,img_0006,0.0,annular_mid
img_00225.png,blorbo,img_0006,0.15,annular_mid
img_00226.png,blorbo,img_0006,0.3,annular_mid
img_00227.png,blorbo,img_0006,0.5,annular_mid
img_00228.png,blorbo,img_0006,0.7,annular_mid
img_00229.png,blorbo,img_0006,0.85,annular_mid
img_00230.png,blorbo,img_0006,1.0,annular_mid
img_00231.png,blorbo,img_0006,0.0,mag_log
img_00232.png,blorbo,img_0006,0.15,mag_log
img_00233.png,blorbo,img_0006,0.3,mag_log
img_00234.png,blorbo,img_0006,0.5,mag_log
img_00235.png,blorbo,img_0006,0.7,mag_log
img_00236.png,blorbo,img_0006,0.85,mag_log
img_00237.png,blorbo,img_0006,1.0,mag_log
img_00238.png,blorbo,img_0006,0.0,mag_phase_rgb
img_00239.png,blorbo,img_0006,0.15,mag_phase_rgb
img_00240.png,blorbo,img_0006,0.3,mag_phase_rgb
img_00241.png,blorbo,img_0006,0.5,mag_phase_rgb
img_00242.png,blorbo,img_0006,0.7,mag_phase_rgb
img_00243.png,blorbo,img_0006,0.85,mag_phase_rgb
img_00244.png,blorbo,img_0006,1.0,mag_phase_rgb
img_00245.png,blorbo,img_0006,0.0,phase
img_00246.png,blorbo,img_0006,0.15,phase
img_00247.png,blorbo,img_0006,0.3,phase
img_00248.png,blorbo,img_0006,0.5,phase
img_00249.png,blorbo,img_0006,0.7,phase
img_00250.png,blorbo,img_0006,0.85,phase
img_00251.png,blorbo,img_0006,1.0,phase
img_00252.png,blorbo,img_0007,0.0,annular_high
img_00253.png,blorbo,img_0007,0.15,annular_high
img_00254.png,blorbo,img_0007,0.3,annular_high
img_00255.png,blorbo,img_0007,0.5,annular_high
img_00256.png,blorbo,img_0007,0.7,annular_high
img_00257.png,blorbo,img_0007,0.85,annular_high
img_00258.png,blorbo,img_0007,1.0,annular_high
img_00259.png,blorbo,img_0007,0.0,annular_low
img_00260.png,blorbo,img_0007,0.15,annular_low
img_00261.png,blorbo,img_0007,0.3,annular_low
img_00262.png,blorbo,img_0007,0.5,annular_low
img_00263.png,blorbo,img_0007,0.7,annular_low
img_00264.png,blorbo,img_0007,0.85,annular_low
img_00265.png,blorbo,img_0007,1.0,annular_low
img_00266.png,blorbo,img_0007,0.0,annular_mid
img_00267.png,blorbo,img_0007,0.15,annular_mid
img_00268.png,blorbo,img_0007,0.3,annular_mid
img_00269.png,blorbo,img_0007,0.5,annular_mid
img_00270.png,blorbo,img_0007,0.7,annular_mid
img_00271.png,blorbo,img_0007,0.85,annular_mid
img_00272.png,blorbo,img_0007,1.0,annular_mid
img_00273.png,blorbo,img_0007,0.0,mag_log
img_00274.png,blorbo,img_0007,0.15,mag_log
img_00275.png,blorbo,img_0007,0.3,mag_log
img_00276.png,blorbo,img_0007,0.5,mag_log
img_00277.png,blorbo,img_0007,0.7,mag_log
img_00278.png,blorbo,img_0007,0.85,mag_log
img_00279.png,blorbo,img_0007,1.0,mag_log
img_00280.png,blorbo,img_0007,0.0,mag_phase_rgb
img_00281.png,blorbo,img_0007,0.15,mag_phase_rgb
img_00282.png,blorbo,img_0007,0.3,mag_phase_rgb
img_00283.png,blorbo,img_0007,0.5,mag_phase_rgb
img_00284.png,blorbo,img_0007,0.7,mag_phase_rgb
img_00285.png,blorbo,img_0007,0.85,mag_phase_rgb
img_00286.png,blorbo,img_0007,1.0,mag_phase_rgb
img_00287.png,blorbo,img_0007,0.0,phase
img_00288.png,blorbo,img_0007,0.15,phase
img_00289.png,blorbo,img_0007,0.3,phase
img_00290.png,blorbo,img_0007,0.5,phase
img_00291.png,blorbo,img_0007,0.7,phase
img_00292.png,blorbo,img_0007,0.85,phase
img_00293.png,blorbo,img_0007,1.0,phase
img_00294.png,blorbo,img_0008,0.0,annular_high
img_00295.png,blorbo,img_0008,0.15,annular_high
img_00296.png,blorbo,img_0008,0.3,annular_high
img_00297.png,blorbo,img_0008,0.5,annular_high
img_00298.png,blorbo,img_0008,0.7,annular_high
img_00299.png,blorbo,img_0008,0.85,annular_high
img_00300.png,blorbo,img_0008,1.0,annular_high
img_00301.png,blorbo,img_0008,0.0,annular_low
img_00302.png,blorbo,img_0008,0.15,annular_low
img_00303.png,blorbo,img_0008,0.3,annular_low
img_00304.png,blorbo,img_0008,0.5,annular_low
img_00305.png,blorbo,img_0008,0.7,annular_low
img_00306.png,blorbo,img_0008,0.85,annular_low
img_00307.png,blorbo,img_0008,1.0,annular_low
img_00308.png,blorbo,img_0008,0.0,annular_mid
img_00309.png,blorbo,img_0008,0.15,annular_mid
img_00310.png,blorbo,img_0008,0.3,annular_mid
img_00311.png,blorbo,img_0008,0.5,annular_mid
img_00312.png,blorbo,img_0008,0.7,annular_mid
img_00313.png,blorbo,img_0008,0.85,annular_mid
img_00314.png,blorbo,img_0008,1.0,annular_mid
img_00315.png,blorbo,img_0008,0.0,mag_log
img_00316.png,blorbo,img_0008,0.15,mag_log
img_00317.png,blorbo,img_0008,0.3,mag_log
img_00318.png,blorbo,img_0008,0.5,mag_log
img_00319.png,blorbo,img_0008,0.7,mag_log
img_00320.png,blorbo,img_0008,0.85,mag_log
img_00321.png,blorbo,img_0008,1.0,mag_log
img_00322.png,blorbo,img_0008,0.0,mag_phase_rgb
img_00323.png,blorbo,img_0008,0.15,mag_phase_rgb
img_00324.png,blorbo,img_0008,0.3,mag_phase_rgb
img_00325.png,blorbo,img_0008,0.5,mag_phase_rgb
img_00326.png,blorbo,img_0008,0.7,mag_phase_rgb
img_00327.png,blorbo,img_0008,0.85,mag_phase_rgb
img_00328.png,blorbo,img_0008,1.0,mag_phase_rgb
img_00329.png,blorbo,img_0008,0.0,phase
img_00330.png,blorbo,img_0008,0.15,phase
img_00331.png,blorbo,img_0008,0.3,phase
img_00332.png,blorbo,img_0008,0.5,phase
img_00333.png,blorbo,img_0008,0.7,phase
img_00334.png,blorbo,img_0008,0.85,phase
img_00335.png,blorbo,img_0008,1.0,phase
img_00336.png,blorbo,img_0009,0.0,annular_high
img_00337.png,blorbo,img_0009,0.15,annular_high
img_00338.png,blorbo,img_0009,0.3,annular_high
img_00339.png,blorbo,img_0009,0.5,annular_high
img_00340.png,blorbo,img_0009,0.7,annular_high
img_00341.png,blorbo,img_0009,0.85,annular_high
img_00342.png,blorbo,img_0009,1.0,annular_high
img_00343.png,blorbo,img_0009,0.0,annular_low
img_00344.png,blorbo,img_0009,0.15,annular_low
img_00345.png,blorbo,img_0009,0.3,annular_low
img_00346.png,blorbo,img_0009,0.5,annular_low
img_00347.png,blorbo,img_0009,0.7,annular_low
img_00348.png,blorbo,img_0009,0.85,annular_low
img_00349.png,blorbo,img_0009,1.0,annular_low
img_00350.png,blorbo,img_0009,0.0,annular_mid
img_00351.png,blorbo,img_0009,0.15,annular_mid
img_00352.png,blorbo,img_0009,0.3,annular_mid
img_00353.png,blorbo,img_0009,0.5,annular_mid
img_00354.png,blorbo,img_0009,0.7,annular_mid
img_00355.png,blorbo,img_0009,0.85,annular_mid
img_00356.png,blorbo,img_0009,1.0,annular_mid
img_00357.png,blorbo,img_0009,0.0,mag_log
img_00358.png,blorbo,img_0009,0.15,mag_log
img_00359.png,blorbo,img_0009,0.3,mag_log
img_00360.png,blorbo,img_0009,0.5,mag_log
img_00361.png,blorbo,img_0009,0.7,mag_log
img_00362.png,blorbo,img_0009,0.85,mag_log
img_00363.png,blorbo,img_0009,1.0,mag_log
img_00364.png,blorbo,img_0009,0.0,mag_phase_rgb
img_00365.png,blorbo,img_0009,0.15,mag_phase_rgb
img_00366.png,blorbo,img_0009,0.3,mag_phase_rgb
img_00367.png,blorbo,img_0009,0.5,mag_phase_rgb
img_00368.png,blorbo,img_0009,0.7,mag_phase_rgb
img_00369.png,blorbo,img_0009,0.85,mag_phase_rgb
img_00370.png,blorbo,img_0009,1.0,mag_phase_rgb
img_00371.png,blorbo,img_0009,0.0,phase
img_00372.png,blorbo,img_0009,0.15,phase
img_00373.png,blorbo,img_0009,0.3,phase
img_00374.png,blorbo,img_0009,0.5,phase
img_00375.png,blorbo,img_0009,0.7,phase
img_00376.png,blorbo,img_0009,0.85,phase
img_00377.png,blorbo,img_0009,1.0,phase
img_00378.png,blorbo,img_0010,0.0,annular_high
img_00379.png,blorbo,img_0010,0.15,annular_high
img_00380.png,blorbo,img_0010,0.3,annular_high
img_00381.png,blorbo,img_0010,0.5,annular_high
img_00382.png,blorbo,img_0010,0.7,annular_high
img_00383.png,blorbo,img_0010,0.85,annular_high
img_00384.png,blorbo,img_0010,1.0,annular_high
img_00385.png,blorbo,img_0010,0.0,annular_low
img_00386.png,blorbo,img_0010,0.15,annular_low
img_00387.png,blorbo,img_0010,0.3,annular_low
img_00388.png,blorbo,img_0010,0.5,annular_low
img_00389.png,blorbo,img_0010,0.7,annular_low
img_00390.png,blorbo,img_0010,0.85,annular_low
img_00391.png,blorbo,img_0010,1.0,annular_low
img_00392.png,blorbo,img_0010,0.0,annular_mid
img_00393.png,blorbo,img_0010,0.15,annular_mid
img_00394.png,blorbo,img_0010,0.3,annular_mid
img_00395.png,blorbo,img_0010,0.5,annular_mid
img_00396.png,blorbo,img_0010,0.7,annular_mid
img_00397.png,blorbo,img_0010,0.85,annular_mid
img_00398.png,blorbo,img_0010,1.0,annular_mid
img_00399.png,blorbo,img_0010,0.0,mag_log
img_00400.png,blorbo,img_0010,0.15,mag_log
img_00401.png,blorbo,img_0010,0.3,mag_log
img_00402.png,blorbo,img_0010,0.5,mag_log
img_00403.png,blorbo,img_0010,0.7,mag_log
img_00404.png,blorbo,img_0010,0.85,mag_log
img_00405.png,blorbo,img_0010,1.0,mag_log
img_00406.png,blorbo,img_0010,0.0,mag_phase_rgb
img_00407.png,blorbo,img_0010,0.15,mag_phase_rgb
img_00408.png,blorbo,img_0010,0.3,mag_phase_rgb
img_00409.png,blorbo,img_0010,0.5,mag_phase_rgb
img_00410.png,blorbo,img_0010,0.7,mag_phase_rgb
img_00411.png,blorbo,img_0010,0.85,mag_phase_rgb
img_00412.png,blorbo,img_0010,1.0,mag_phase_rgb
img_00413.png,blorbo,img_0010,0.0,phase
img_00414.png,blorbo,img_0010,0.15,phase
img_00415.png,blorbo,img_0010,0.3,phase
img_00416.png,blorbo,img_0010,0.5,phase
img_00417.png,blorbo,img_0010,0.7,phase
img_00418.png,blorbo,img_0010,0.85,phase
img_00419.png,blorbo,img_0010,1.0,phase
img_00420.png,blorbo,img_0011,0.0,annular_high
img_00421.png,blorbo,img_0011,0.15,annular_high
img_00422.png,blorbo,img_0011,0.3,annular_high
img_00423.png,blorbo,img_0011,0.5,annular_high
img_00424.png,blorbo,img_0011,0.7,annular_high
img_00425.png,blorbo,img_0011,0.85,annular_high
img_00426.png,blorbo,img_0011,1.0,annular_high
img_00427.png,blorbo,img_0011,0.0,annular_low
img_00428.png,blorbo,img_0011,0.15,annular_low
img_00429.png,blorbo,img_0011,0.3,annular_low
img_00430.png,blorbo,img_0011,0.5,annular_low
img_00431.png,blorbo,img_0011,0.7,annular_low
img_00432.png,blorbo,img_0011,0.85,annular_low
img_00433.png,blorbo,img_0011,1.0,annular_low
img_00434.png,blorbo,img_0011,0.0,annular_mid
img_00435.png,blorbo,img_0011,0.15,annular_mid
img_00436.png,blorbo,img_0011,0.3,annular_mid
img_00437.png,blorbo,img_0011,0.5,annular_mid
img_00438.png,blorbo,img_0011,0.7,annular_mid
img_00439.png,blorbo,img_0011,0.85,annular_mid
img_00440.png,blorbo,img_0011,1.0,annular_mid
img_00441.png,blorbo,img_0011,0.0,mag_log
img_00442.png,blorbo,img_0011,0.15,mag_log
img_00443.png,blorbo,img_0011,0.3,mag_log
img_00444.png,blorbo,img_0011,0.5,mag_log
img_00445.png,blorbo,img_0011,0.7,mag_log
img_00446.png,blorbo,img_0011,0.85,mag_log
img_00447.png,blorbo,img_0011,1.0,mag_log
img_00448.png,blorbo,img_0011,0.0,mag_phase_rgb
img_00449.png,blorbo,img_0011,0.15,mag_phase_rgb
img_00450.png,blorbo,img_0011,0.3,mag_phase_rgb
img_00451.png,blorbo,img_0011,0.5,mag_phase_rgb
img_00452.png,blorbo,img_0011,0.7,mag_phase_rgb
img_00453.png,blorbo,img_0011,0.85,mag_phase_rgb
img_00454.png,blorbo,img_0011,1.0,mag_phase_rgb
img_00455.png,blorbo,img_0011,0.0,phase
img_00456.png,blorbo,img_0011,0.15,phase
img_00457.png,blorbo,img_0011,0.3,phase
img_00458.png,blorbo,img_0011,0.5,phase
img_00459.png,blorbo,img_0011,0.7,phase
img_00460.png,blorbo,img_0011,0.85,phase
img_00461.png,blorbo,img_0011,1.0,phase
img_00462.png,blorbo,img_0012,0.0,annular_high
img_00463.png,blorbo,img_0012,0.15,annular_high
img_00464.png,blorbo,img_0012,0.3,annular_high
img_00465.png,blorbo,img_0012,0.5,annular_high
img_00466.png,blorbo,img_0012,0.7,annular_high
img_00467.png,blorbo,img_0012,0.85,annular_high
img_00468.png,blorbo,img_0012,1.0,annular_high
img_00469.png,blorbo,img_0012,0.0,annular_low
img_00470.png,blorbo,img_0012,0.15,annular_low
img_00471.png,blorbo,img_0012,0.3,annular_low
img_00472.png,blorbo,img_0012,0.5,annular_low
img_00473.png,blorbo,img_0012,0.7,annular_low
img_00474.png,blorbo,img_0012,0.85,annular_low
img_00475.png,blorbo,img_0012,1.0,annular_low
img_00476.png,blorbo,img_0012,0.0,annular_mid
img_00477.png,blorbo,img_0012,0.15,annular_mid
img_00478.png,blorbo,img_0012,0.3,annular_mid
img_00479.png,blorbo,img_0012,0.5,annular_mid
img_00480.png,blorbo,img_0012,0.7,annular_mid
img_00481.png,blorbo,img_0012,0.85,annular_mid
img_00482.png,blorbo,img_0012,1.0,annular_mid
img_00483.png,blorbo,img_0012,0.0,mag_log
img_00484.png,blorbo,img_0012,0.15,mag_log
img_00485.png,blorbo,img_0012,0.3,mag_log
img_00486.png,blorbo,img_0012,0.5,mag_log
img_00487.png,blorbo,img_0012,0.7,mag_log
img_00488.png,blorbo,img_0012,0.85,mag_log
img_00489.png,blorbo,img_0012,1.0,mag_log
img_00490.png,blorbo,img_0012,0.0,mag_phase_rgb
img_00491.png,blorbo,img_0012,0.15,mag_phase_rgb
img_00492.png,blorbo,img_0012,0.3,mag_phase_rgb
img_00493.png,blorbo,img_0012,0.5,mag_phase_rgb
img_00494.png,blorbo,img_0012,0.7,mag_phase_rgb
img_00495.png,blorbo,img_0012,0.85,mag_phase_rgb
img_00496.png,blorbo,img_0012,1.0,mag_phase_rgb
img_00497.png,blorbo,img_0012,0.0,phase
img_00498.png,blorbo,img_0012,0.15,phase
img_00499.png,blorbo,img_0012,0.3,phase
img_00500.png,blorbo,img_0012,0.5,phase
img_00501.png,blorbo,img_0012,0.7,phase
img_00502.png,blorbo,img_0012,0.85,phase
img_00503.png,blorbo,img_0012,1.0,phase
img_00504.png,blorbo,img_0013,0.0,annular_high
img_00505.png,blorbo,img_0013,0.15,annular_high
img_00506.png,blorbo,img_0013,0.3,annular_high
img_00507.png,blorbo,img_0013,0.5,annular_high
img_00508.png,blorbo,img_0013,0.7,annular_high
img_00509.png,blorbo,img_0013,0.85,annular_high
img_00510.png,blorbo,img_0013,1.0,annular_high
img_00511.png,blorbo,img_0013,0.0,annular_low
img_00512.png,blorbo,img_0013,0.15,annular_low
img_00513.png,blorbo,img_0013,0.3,annular_low
img_00514.png,blorbo,img_0013,0.5,annular_low
img_00515.png,blorbo,img_0013,0.7,annular_low
img_00516.png,blorbo,img_0013,0.85,annular_low
img_00517.png,blorbo,img_0013,1.0,annular_low
img_00518.png,blorbo,img_0013,0.0,annular_mid
img_00519.png,blorbo,img_0013,0.15,annular_mid
img_00520.png,blorbo,img_0013,0.3,annular_mid
img_00521.png,blorbo,img_0013,0.5,annular_mid
img_00522.png,blorbo,img_0013,0.7,annular_mid
img_00523.png,blorbo,img_0013,0.85,annular_mid
